sentence,label
nidhichoudhari ek ias officers ish tarh ke cheap baat krti hai chi sarm kro tum ias nhi,0
har party hai upper naa sahi neche par hai jarur phir bhale vote bank ki rajniti ke liye ek dusre par k,0
har jagah yahi sab chalra haraamiyo ka religion peace,1
manna pdega ap logoko se continue live repoting krte rhe subh se shaam shaam tak aok shwetasingh,1
ilhanmn jahil aurat cr ki aabaadi wale minoritu nahi hote itne saalon se jo muslim gunde harkaten kr,0
khiladisarpita pk srkxfanboy akkian beast block kr sale jlte hai dusro ke kam se khud ka star gar bhetha,0
rt bharathbunny newprofilepic years dream comes true inspiration hero love brother god,1
mhassan ansaraabbasi fawadchaudhry lanat ho,0
happy birthday mammy rip miss u lots yes,1
sardesairajdeep tun chuteya hein ki pagal sala teinu kha c na mein phla apni aukaat ch rha kr teri aukaat boot,0
saniakhanhayat sania apne ese tweets akhir pak army zindabad zarur likho allah apko mazeed ghaddaron ko,0
narendramodi humare pradhanmantriji ko bahut bahut shubkamnaye nation good wishes blessings always,1
agent baat aise kartay hain pmln walay jaise super power chor kar,0
quite sad even construct ram mandir ram janambhoomi ayodhya need knock doors court,0
rt beingsalmankhan amazing video lovely track bhumroo sung imkamaalkhan dekhiye aur enjoy kijiye full,1
happy birthday morgan freeman filmy duniya help line born may,1
rt kapilsharmak much love laughter n blessings everyone favorite n meri jaan aapkadharam paji thank u,1
rssurjewala incindia janab isse kuch nahi hoga desh bhakt bano vote ki rajniti khatam karo desh hit kaam karo,1
abnokshius mujy laga eid hai khula hoga par shit,1
rt imran sidra asad umar thats awsome sir asadumar panahgah islamabad ramzan,1
pendharkarrahul sir hum aapki tarah virat kahan aap hit hain aapne saal pehle bol diya tha ki nda ko,1
reallyswara liked performance raanjhana movie appreciate today feel right sundar di,0
drsairasajid bbhuttozardari imrankhanpti disturbing hukmran aur awam sub behis zindagi mein sirf paraisha,1
vikasbha tum log journalist bann kaise jaate ho journalist ka j bhi nahi ho tum jaise log mann toh kar raha hai,0
nsitharaman congratulations nsitharaman much proud jai hind vande madaram barath,1
rt aasubaby world salman khan world love bhaijaan,1
shayarimran inko itna goli maro ki ye madharchod apne app ko hindu k rkhwal smjhne ki bhul na kre pahle madharchod,0
rt robson rkn tara deshpande varieties pakodas great stand palak patte ke pakodas,1
dssagainstdowry good morning papa gurmeetramrahim g bless us maximum sewa simran parmarth,1
kunalkamra swamy teri okat gaddaro k talue,0
smartypoppat shkhrasheed kamal ka mulk pakistan koi behen bhaiyon ko nahi bula sakta,0
realshoaibmalik mhafeez therealpcb afghanistan ke khel nahi paye yeh dono kya kheleinge yeh aage bak,0
maryamnsharif zindagi may pahli dafa insaf qanoon par itimad howa kay ye chor tubber pakistan may oh sorry jail,1
imrankhanpti fata se muhabat k alambardar ttp se tou table talk karne ka kahty thy locals ki koi auqat nahi,0
shukriasoomro bbhuttozardari shahnafisa sad khusra beaten buggered holy month,0
sekcy mis bayy noorulaintariq aintyou notyourbishh la ya,1
rt spazedude way see,1
guru maine kisi ko tag nahi kr smjhe app even enough handle guys alone need bheed like,0
dgsab babapakistan serif aik teekay ke zaroorat hay baqi sub,1
amitshah manniye amit sah ji subhkamna apko ummide hai ki aap apne jimmebari ko desh hit mey aage badhayenge jaisa,1
ayeeee thnkuuu much really means lot,1
rt rekha arorakasturi dhan dhan satguru tera hi aasra bahi ji papa ji bless u family bless,1
soni soni rajabrar inc rahulgandhi maa k lodey haiga mera phone kr lvi fudu saala bkwaas,0
arvindpachauri sir ji aapne hamare comment ko lik kiya dhanyawad sir ji aap apney sthar sey pharmacist,1
smritiirani narendramodi thanks always u mauka mila hai toh aisa kaam kijiye ki jiski mis,1
modi ji plzzzz saal kuch kaam kr lijiyega desh main halat kharab ho rahe hai videshon apni pehchan se j,0
yuvraj singh chutiya fake video h ya footbal ka match dekh rahe hnn log pr,0
cspdcl ki lachar vyavstha ke karan hum bhartiya nagrik industrial area housing board bhilai modi ji ka shapath,1
maryamnsharif chori ka nazariyacorruptions ka nazariyamega projects mea,1
garv mayankdeshmukh aamirkhan quirkyind benarasiyaa uppolice logic toh khud ka nahi hai jab teri,0
rt wtffell giving mom month notice going specific date,1
shayarimran imran sir u great big fan aap hmesa se garibo ke,1
shahid siddiqui bum chum owaisi trust pakistan publicly sulk india daily basis spoil,0
nk ankitjain isi ko kehte hai aankh mein patti laga kr k bhakti karna jaise congress kuch kiya hi nahi,0
maryamnsharif nawaz chor zardari chor faryal chor khaqan abbasi chor maryam safdar chor shahbaz chor niazi c,0
officialdgispr th ramadan mubarak family may allha blessings upon,1
divya amanna english acceptable hindi matlab chachi ko ijjat nahi de sakte foreigner ko de,0
parveen piyushgoyal arey parveen pakistan chola ja nei nrc ayi gi pakor jao gi lath mar kor bahar ko,0
maryamnsharif kuti chor ki bachi jothi jothe ki bachi ap ne sirf london hi mehnat ki ha tum chor ki bachi ho,0
nargisafsheen aliwazirna shame tum log parhe likhe jahil ho thing got u smj j,0
happy birthday brother ainias smith wait,1
shoaib mph damag kharab imad waseem,0
kiritvadgama good morning kirit sorry delay best responsive possible,1
waglenikhil u fucking illiterate chutiye ja apni dimak ka illage karwa dont bark,0
anisahmed desh ke gaddar vo harami kejriwal hai suver army mangata hai sadak ki,0
dial ransu india meri koi led nahi aarahi hai payment dene pahale bola aap ko daily led aayegi,1
malvikahariom malvika ji bahut din aap dikhe nice shanndar tajgee good afternoon,1
suhana hindu muslim ko apas ladana aur khud baith ke italian malkin ke sath majje se isai,0
safurayunus happy birthday puraa sorry,1
anilabuttpti nhi minister ko b farigh kia jaye humain aisi soch wale log bilkul nhi chiye humne cheez ko kht,1
narendramodi narendramodi kpsharmaoli jis din modiji pehli baar pm banethe tabhi bharat ki disha badalne shur,1
khushi tiwari simply beautiful,1
aajtak rahul resign dega gandhi family ko kuch fark nahi padega par baaki amcho chamcho ka pet pe laat ho jay,0
rt mashalfatima ab inko kon samjaye ke jo maza shalwar kameez hai wo suit nahi proud culture,1
rt luv ayushmann tired depressed seeing ayushmannk cute pictures khush tandarust,1
love sadashivrao bhau arjunk want,1
atif ppp arsched tujhy bhe k sath otha,0
waleedpchoudhry yaar ye dp display plicture ka kia chakar hae munda kharab,0
ashutosh b media bhed chaal se due rehena achha decision hai media damaging democracy,1
tanyarlsub moment remember heart apple eye miracle cell number bajraigi,1
smritiirani main pura desh apki jeet ke liye apko bohot badhai deta hoon nd ummid karta hoon ki aap agle saalo,1
nidhi jaise bewakoofi bhare patrakaron ki wajah se hi hate increase ho rhikhud apne newsroom us ldke ko bit,0
gafarshobaloju meedahh gafarshobaloju happy anniversary guys may allah keep love lubricate,1
rt kapilsh ravimla adarniya ravi bhai sahab aap ko bjp ki jeet par bahut bahut subhkamnaye ab vesno devi,1
sakhtarmengal teri maa ka phuda bhenchod gadar army,0
kyu tum muslim rashtra bane ye tamanna rakhte ho isis mein kyu nahi bharti ho jate tum,0
shekhargupta tejasvi surya jab sekhar ke likes kam hone lagtey hain bjp ko praise kartey ek,0
saint rampal ji kabir saheb supreme god lives satlok comes four,1
rt rakeshrkothari smritiirani ashabhosle respected madam smritiirani ek hi dil hai kitni baar jitoge jai hind,1
best luck indian cricket team aap se bahut umid hai esbar world cup hindustan ko dilao bhai,1
charupragya cnnnews maryashakil r good leader like dr satypal ji hope u state assembly,1
kirenrijiju congrats sir ur new minister ab khelega india,1
sumit wonder agar chapters traders id pe pade hote toh,1
gautamgambhir today first time feel right path goutam sabka sath sabka vikas,1
su ita fake feminism tere pas hi rakh sali tere jaise kuch kamini ki baja se puri woman community ki,0
fatehsingh sir bar agar election mei khde hue nhi jeet paoge koi nhi dega aapko vote kyon ki aapne apne,0
hussorks akash khiladi bc baap se ayese baat nahi kerte understand,0
pbhushan tum jaise c ko mandate nahi samajh aayega,0
nidhi modi pichle saal main sarkar ne kuch nahin kiya uska natija yeh hain bhakt lekin last sarkar aapki,0
playing yoosung route cinnamon roll heaaarttttttt baby boy must proteccccccc,1
rt winnervoting maknae leader yoon please get well soon please take care rest well sleep,1
eyad refaei lool need streak,1
sehri aftaar one serve like karachi sha allah karachiites always perform role elders alla,1
lambaalka kya hua jo tere jaise chutiya desh main hai gund failaa rahe hai karna varna kuchh hai nahi hai b,0
mahende rahulgandhi maa ko pairo se nahi raunda jata kya koi apni sagi maa ko pairo se raund sakta hai,0
crank maheshtibrewal venkatvignu maa k lode teri amma kya tune dharm ko chod dia h bhenchod randi k b,0
hey nang wassap miss na hehe see around lang ah goodluck sa college life maging fa kagd na,1
shri narendra modi bhagwan se dua karta hoon shri narendra modi ko meri bhi umar lag jaye aur dusri baat main ke,1
rt cgm mh bsnl indeed heartening great team shri rsprasad shri sanjaydhotremp,1
nidhi india rj desh chunatiyo se nhi jaise chutiyo baba se pareshan hai baba ko pata na tha reallyswara dig,0
angar dotani rose ali khud ko ahmed shah ki aulaad smjhne walo apni dado ke tappa sun ne ke bajae actual bia,0
devraj chettri farah khan yadavdimples thesamirabbas tum sala chaukidar hamre desh rahta h chowkidari kr jy,0
new adulting level unlocked unironically excited claim driver license umid tomorrow alam ko hass,1
sardanarohit tum jaise log tv studio batkar bjp ki dalali karo totally channel aur opposition ko gali g,0
jhasanjay job eating shit mufat khana daru pina rahul ka nam japna hi tumara kam,0
rt baynesfanclub lebron shaq kobe mj aron baynes player nbafinals history career,1
congratulation churu jile se mp banne par hamare yuva sansad ko mantri mandal mein shamil nahi karne ka gam h,1
bluesky siasatpk bughz e imran log kafir bnany ko bhi tyar hain,1
rt rajeev mp big heartfelt thanks friends n wellwishers wished yday birthday ur,1
zeenewshindi sir logo ko apse bahot ummide h best,1
rt barbiefobia oh god yoongi said body got dna loves army went shy right,1
syedrazaabbas tmrw last jumma ramadan dil khol,1
ppbajpai lifafa milna band ho gaya h kiya abhi abhi tumhare exit poll ka jabab janta tamacha mar kar diya h,0
narendramodi today great day sri atal jee sir made proud,1
wow fuck huh dad rlly buying sis brand new whip,0
rt srkian faizy kamyabi sirf paise kmane ko nhi kehte jo har dil apna ghr bna le wo bhi bahut badi kamyabi hai,1
vagdia mahendra tried reach inch restricted ye modi ji ki lakeer hai,1
waah mc cute,1
rt bhyanjaat cmohry narendramodi sir group waiting clear karwa dijiya ab hamara future aap k hatho ha sir,1
incindia sare spokesperson kyu hata deye month k leye muh dikhane layak nahi rahe kya koi election pahele,0
meryveer gud better uh wasy b ap ki api boht,1
rt sanjays auro mere thanks appreciating feelings sharing message mother needed,1
lostboy muskanquadir lostboy sale teri,0
itne saal congress ne kya kiya saal tho unhe ki raaj tha saara chor ghotale mein bahut mast teh,0
dchautala phogatritu mlkhattar aise bhan k lode polis wale ko bich chorahe pr khda kr k goli maar sala police,0
maria memon first best hai apko sharam krne chahe us,1
remasterederic yabba dabba doo cant wait see,1
maryamnsharif haha nawaz ko jo juta mara tha molvi nay wo zada skht bezti ti ya yeah wali justice faiz isa sy,0
jab pakistan ki taraf se holi bari hoti h bahut chillate ho aur ab pakistani cricketers ki leke baithe ho shame,0
ashokkumar congress ka bantadar tho congress ke gulam aur chamche hi kar rahe hai accha hai ye log ais,0
sardanarohit tumhare jaise dalal ke show jake karega bhi kya tumlog anchor thodo ho bjp spokesperson ke jaise,0
mihirkjha yogendrayadav mihir jha saale paid cell troll kitna,0
styleslimited allah pak kamyabi ata farmaay lakin middle k exam,0
maryamnsharif kyon doray na karay ky sab kuch girvi rakh kar nahi bhara jo ab tak lalchi kutay ki tarah raal,0
kashif teray khan ki orat ki choot meray khandan k mard ka loragift,0
sushmaswaraj ji jaise minister koee nahi tha koee nahi hai aur ho payega endearment lovely nature,1
imvkohli msdhoni paaji favorite know loose win allot time lift,1
narendramodi narendramodi sir pahle se dher sari subhkamnaye hamare pradhanmantri ko motichoorladdocake,1
rt angadimp humble request friends party leaders karyakartas well wishers wanting meet greet,1
sardanarohit sarangdhar aslli congress vibhajit hoker janta dal,0
aabed nawal need thank dear lovely person happy well jus,1
buttproudmother javerias main hairan hun pata nahi kaisay baap dada ki oulad hain ye loog ke jinho ney koi ac,0
sachynm sarkar swati one asking ur approval reality one day slap u shameful oblivion,0
asamkhan iska ek hi hal hai en haramkhor afghaniyon ko nikalo mulk se bahar phir dekho kaise marty hain,0
timatarwala vips peacefulrumi naikoo,0
ppbajpai tu saal main bi bhadwagiri nahi chodd paya presstitute elected,0
jitupatwari v debate congress ka koi pravkta nahi pahuchana kya bhadve kaha se,0
manoj manoj jo phir toh aap bhukhe mar jaenge kyunki rahul gandhi iss desh ka pradhanmantri kabhi nai ban sakt,1
bsdk sharm tuje bhade ka anti indian bc ipl ka fever utra nahi abhi tak kya,0
baji offense pr gents mehndi laga kr kerin gy bhi kya wo men hein women nahi,0
asif farooqi gut nahi gandi feeling edday tussi peer team,0
jagadkartik nazfsid anu parmanu joydas reallyswara han decision kharab lega neta chor hoga aisa haal hoga,0
today eric girlfriend special day happy birthday nagyeogn may wishes come,1
rt surendr sp bsp khatm ho chuki h congrss mauke ko machuaro kashyap nishad atipichde dalito,0
ye garib nhi balik ye desh ko garib banane jhute h agar ease hi chala toh desh log toh kaam karna hi chho,0
vegerotjsp rajesh rajee im arani bezawadodni lavangam mm varna hilane ke,0
ye madar chod molla hamare shamaaj hindu bhaiyo ko jene nahi de raha hai aisi hi ghatna se hai hi jo ek hind,0
pawandurani life beautiful since december hope end think watch good,1
sirpareshrawal r preparing massive loose bhul dikh hi nahi rahi sudhrenge nahi ho,0
geetadhiman gurmeetramrahim amitsony dhan dhan satguru tera hi aasra sis ji pita ji bless u,1
rt laurajanegrace first thing wanted turned release record thank bshq making,1
bhowmikkausik egghead indian anuraag saxena bc jo pehley aukat dikhata hai usey usi k aukat pe aakar samjhana,0
amjedmbt bc usko chodo isko koi rd degree jail le jakar jab tak aise keedo ka ilaaj nai hota desh mus,0
narendramodi love u modi ji maine kavi netaji ko nehi dekha aaap ho mera netaji bharat ka netaji,1
narendramodi india mai mera nazar mai srif app hi insaan ho jo kisika v taklif dur kar sakte ho plz sir india,1
rt azkhawaja malik rashid aur mujeeb ko aise rok raha hai jaise ball nahi grenade,0
rt vitalmaheshwari drjitendrasingh increasessccgl vacancies increasessccgl vacancies pmoindia narendramodi sir,1
chhavidr chhavi yadav like courageous bold right,1
narendramodi nice sir aap ko hmare trph bhut bhut hardik subhkamnaye dher sarin bdhaiya bjp modi j,1
nice guy kbhi kuch bura ni mnaty hmesha khush rhty dusron ko b,1
zarmanb weuttarpradesh bareillypolice uppolice chal dalle sale hrami ke pille u hear eati,0
yadavji chor nhi di bhaga di hai boli phele ranchi jaa kr illaj krwa dimag ka pr yaar jo v kho,0
sending belated birthday wishes way hope fab,1
aamaadmiparty arvindkejriwal sale chu arvind kezriwal wo hai jo aaj bhi tum jaise chatukhore ko apne pas bait,0
saltator shantalasachin ikamranshahid randi maa ke pille modi se milne gaya iska matlab ye nahi ke modi ne uski,0
salute sarfrazahmed giving respect national dress yeh world cup pakistanio ka dil apka hoa,1
swetadutta anurag tweeting arvindkejriwal jo apni maid ko rs ka paas banwa ke nhi de sakti wo badi badi bat,1
aajtak narendramodi aajtak wale aaj bahut happy honge aajtak wale modi ke alawa kisi intereste nhi rakhte h,1
love hanging khya,1
jagdishjojawar get dhokla fafda know goes eat,1
kaushiki jsdl official rbyb official good tht u see defeat learning process also tru,1
atif aslam said koi apna nahi gham ke maaray hain,1
hehehehe love u mr lindo u cute n goofy n talented,1
aahana iam aap bhi hamesha khush rahiye shaad aabaad rahiye muskurati rahiye sehatmand rahiye achchi rahiye hame,1
waglenikhil bc chutiya hai kya criminal cases hai court ja na,0
nelo tyga zwangamukhuthu khaya love,1
sarfaraz bhai surely hired good pr world cup guess man larka bohat hard lag raha hai hamara,1
gobhiji chai bechna bhi koi sharm ki baat nahi par tere jaise kaamchor nithalley vellley ko bus pappu ke,0
chalo ab yeh jo aarahay hain unko nokriyaan pehlay hi laakh log bekaar ho gaye hain bacchon ko kaam ki tal,0
icc henrygayle nicholas windiescricket yh henrygayle hai iske samne jcb ki kudai kuch,1
suraj mvijayshankar ayushyakhanna ashiquotes atishiaap gautamgambhir arey chutiye suraj ko likha yeh,0
rt arunsuikar devendr good morning sir happy saturday jay shree ram jay shree bajrangbali dada,1
kanhaiyakumar kisi ki lash par ranjiniti ka naga nach sobha nahi deta aahat hum bhi hain par tumhari tarah desh j,0
hafeezmian dr khan manigmani takey wo apni baqi zindagi apne gunahon ki saza pakr,1
narendramodi vnarayanasami pray long healthy life modi ji modi,1
icc india ko harao aur trophy le jao taptanoffal ati hai pal inji bai ne taha hai sale match thailne hain,0
worldjat jo chai wala land cruiser se chalta hai level pe kyu,0
sardanarohit sahi h ab news dikhao bina debate k serial ka episode movie scene eske alawa kuch h hi nhi tum logo,0
aamirkhanindfc tum jio hajaro saal thanks imrakhan,1
rt yaha rod yaha soothing lo fi track hope enjoy soundcloud,1
sanakhan pk aurton ki aqal pe prda hy unhen apne elawa,0
rt fasihrajput smirksilly mouse damned girl nailed kuch logo ko ye bat samajh nai ati k malala,1
nimki mukhiya mujhe poora yakeen hai muslim kabhi hindu ke saath nahi ho sakta hi yadi huaa bhi wo bus gaddari,0
vivekoberoi vivek oberoi sir apka performance powerfull,1
kavitakaushik agar hindu marpeet kre secularism agar muslim mar peet kre secularism kaha chala jata h,0
waila dakurani aurat ka wo roop hai jo sirf jhoot ki machine hai aur bacha b months main bana k,0
ghummans bikay hue ghumman tum khud ghoomay huay ho hi aur haram ki khud bhi khaatay ho aur apnay ghar waalon,0
amishdevgan rahulgandhi koi rasta bacha nahi kare kya vaise unhone party ka growth kiya hai bat k,0
whosunilgrover eid ke mauke per arahe hai apne salman bhaijan lekar bharat movie unke fans ke liye yeh eidi,1
shaadi krne k baad esse bache paeda karunga jo padosiyo ka jeena haram krde saale police protection lene,0
faizanlakhani bakwas karta hey bc londay sara waqt zabbasofficial k sath tweeter per busy hotay hein practice,0
myuiminya awwwie anw good morning,1
fi bgb takethat garybarlow hwigray officialmarko oooh good bless,1
iqrarulhassan jn khandanon ne hijrat ki apna sb kch lutwaya apne pyaron ki bay gor kafan lashen uthain unhy blk,0
srksharry tottenham liverpool ko support nhi h liverpool ka kismat nhi h,0
rt anshuch illiterate bhakto ki sazaa ab pure india ko milegi jinki khud ki degrees fake h,0
rt sami lsrk congratulations jiya completing k followers wish many many mubarak ho apko,1
pm modi ji ko dobera bharat ka pm baneye jane ki hardik subhkamnayeaasa karta hu aap mere bharatvarsh ko vishav,1
sambitswaraj sorry hear koi baat nahi sir desh,1
rt drop ut pakistan team wo gandi aulaad hy jisay na insaan rakh sakta hy,0
javedchudhry ahsaniqbalmna aur pakistani media per nach gana bhi band hona chahiye raat bajey tamam tv,0
anupampkher good sabhi se anurodh hai ki desh ke liye soche desh ke liye kare ak sachche desh b,1
margallass aray nhe nawaz sharif sala dulla hara walay ka pota hy tmhay kisi nay ghalat batya hy waisay bhe kapta,0
siddhuquitpolitics sardar thok tali chor politics bhut burai kar rha tha,0
bakhtawarbz aseefabz aalizardari jb tak sindh main bewakuf log hain zardari jail nahi jasakta gareeb sindhi aaj,0
rt ssr rishabh reallyswara nahi aaj kal kanhaiya kumar vo kutta jiske saath photo post ki hai dono,0
narendramodi modi ji ye sapath grahan samaroh har saal baad aap hi karenge jab tak aap ban sakenge tab tak aapk,1
hon b cm uk sh rawat ji ko bahut bahut badhai regards rajesh parmar parsad n n dun uk,1
happy happy birthday tere jaise dost duniya mein hote hain bahut chhote se mere dil mein hai,1
blezzingz u savageclown jhuth nhi ye,0
devsing pintuchaudhary anshuman bprerna kyu najayz ko najayaz bolke gussa dila rahe ho galti ho g,0
jai baba balaknath bandara village faste mai apka swagat hai feeling happy garam panchayat bara,1
mamataofficial bjp ke jaal main mat fasiye ye log emotions ke sath khelker hi jitte hain pls samjhne ki k,0
narendramodi modiji welcome peoples country great expectations form parliament app,1
rt shahrcasm modi sarkaar aane se liberal samaaj shok ka vatavaran koi kuch nahi likh raha rw wale pareshan rw wale,0
happy morning joyful day nation first jai jawan jai hind vande matram hindustan jindabad,1
vikasbha modi aa ke bata dega ki ye fake video hai tab bhi besharam patrkar ye,0
reallyswara tera koi tweet nhi dikha jab amethi bjp k worker ko mara gaya waha bhi apni gandi shakal lekar j,0
sardanarohit maliniawasthi sir ager mari bat modi ji tak jay may kahna chahata hu ki garibo ko rasan danay kay,1
narendramodi manojsinhabjp hardik badhai avm subhkamnaye shredhiye narendra modi ji,1
someone abusing country laughing yehi gaali congress walo ki di hoti ab tak behanji ne hun,0
ajaymaken duttabhishek smile friday happy birthday great day,1
mera pnr nb hai ye bogy c working nahi ho rahi hai attender bi kuch kar nahi raha hai bolne par ka,0
zeenewshindi narendramodi phle pure pakistan se atankwadi saaf fir kre gae imran ko maaf nhi,0
mayagupta use bolunga ki iski bur ka bhosada ban gya hai chuchiyan papite ki tarah latak gai hai aur twitter ki,0
bharat mata ki jai vande matram jai shri ram,1
bandi called punjabis worst white people pakistan te mera bs nai chalandeya k endiyaan internet,0
love job new house love everything im right ion think ever,1
welcome new india jo problem development need poverty mind communal violence ha,0
vishkanyaaaa bc haad ho gyi aare mc usse bacha leyta ya video apni gand thoos le bc bagwan ne dill,0
rt manueldnl thank lord blessing cannot see maging grateful sana tayo even sa pinakamaliliit,1
sarfaraza thank wearing national dress opening ceremony cwc done us proud,1
sorry one break bilawal grandfather actually dead zinda hay,1
bdutt unko hindu muslim krne se fursat milega tab sochenge na ironical media count,1
arunjaitley ur great leader sir pray god good health aap jaldi thik ho kar vapas aaiye aap jais,1
ashoswai indiatoday lo bangaya india super power education fale liberals modi haters start cry,0
narendramodi dth providers maalamal ho rahe hain aur gareeb halal please new dth policy band karen bjp sarkar ke,1
yeh hai hindustan ki shaan jo apni jaan dekar dusro ko tofha de jta hai salute brother,1
yeah darlin gonna make happen take world love embrace fire guns,1
jeetan patel absolute legend great win warwickshireccc let hope onwards,1
rt awarastic pakistan ko kisi ne btaya nahi world cup nahi h ye jo,0
smritiirani smriti ji bas apse ek gujaris hai ki ap amethi ke chaplooson se bach ke rahiyega,0
mustafataqvi ranatohid sharam nahi ati hai beghairat ghadari k cetificate,0
thewirehindi need worry abhi fir kuch khulasa hone wala hoga nehru gandhi family,0
rt namratakapoor shraddha har asambavh karya ko asmbavh kar deti hai radhakrishn govardhan leela krishna,1
rt alislam grace allah today marks years khilafat e ahmadiyya khilafatday mubarak ahmadi,1
madhukishwar asadowaisi aap thik se dekhe nhi video ko wo dra huavideo ke start use dhmka ke bola ja rha h jo,0
moa pak mananbhat bhagmadarchod tum sale pak terrorist sale hamare kashmir ke youth ko bhatkate ho,0
krunal sardhara tarekfatah abe k lode apna kaam nhi toh teri maa chod dunga ha likha hai mene naam arabic,0
kesy log ho ap yr log tumhe pakistan ka mustakbil keh ke phir rhy aur usi mulk ke bando ko galiya gy shame yrr,0
arresahil manjultoons firstpost sal bad nehru ki galti hai like seriously bro aise bolo ki,0
doflami rooneyroshan englandcricket abe oo kutte yeh kashmir ki,0
ssrajput humor carefreemunda thank,1
motivation spiritual management guru blessed maa adi shakti paramba maa durga kripa providing guidance c,1
rt sunita good morning rockstar papa gurmeetramrahim ji plz bless sewa sumiran parmarth,1
selvan alpha crusader tvijayarahavan kyu madarchod english teri chudane bolta je bhadve teri,0
chouhanshivraj rao inderjits shripadynaik drjitendrasingh apko bhi congrats sir ji dil se mere echa hai ke ap,1
midhunpm congress proved anti national party like vande matharam bharath,0
rssurjewala rape rape hi hota hai lekin phir bhi pm ne rajasthan ki ghatna ko mudda banaya tha ab modi yogi c,0
rt natrajshetty hit us hit harder like dumb guys dealing already got many,0
rt ralavaniya selected ap governormp cmmadhyapradesh officeofknath jitupatwari yachna nahi ab rann,1
ayeshakhan waalakum us salam,1
cmohry vgbharat naib tehsildar ka paper leak ho gaya hajaro mehnati students ki mehnat par pani fer diya,0
kathrin bridges g zrur get well soon inshallah,1
phelibar dekhlo democracy ab hindus vedic sanatani ko majority se apni government ko chunneka ab adhikar nhi hai,0
rt nishasi koi v yaisa lamha nahi hai jisme mere tu hota nahi h,1
yadavdimples jamanat jabt ho gayi teri tontii chor logo ne jutte chapal maar ke bhagga diya buya bab,0
reallyswara hahahaha good morning ji vaise hui nhee hogi aapki morning good yaar aap dhaansu wali,1
rt alankar exclusive censor reports bharat world class words like movie year best performance,1
rt ahad awhadspeaks yes yeh jalwa hai boss ka awhad saheb ange badho ham,1
bideshi media ko kharidne ki aukat nahi aur taqut nahi jyadatar indian media pichwara chatne mahir hai,0
rt samarhayatt hope playlist playing songs u want order u want,1
tajinderbagga sherryontopp gaddar ko mona bana ke dhakke maar ke pakistan iske yaar ke paas bhej yeh,0
hope wishes dreams come true sorry budy late wish wo kehty hy na never late happy,1
allama ne farmaaya tha umraa nashsha e daulat men khuda ko bhoole talkh tareen haqeeqat hai bhai saahab ke ha,1
desistupides teri tab hi lag gai thi jab tu cngrss ka bhade ka tatu ban kar ghum raha tha teri okat ab k,0
rt sepahelu great pride present wh nau ora announcement today wellbeing budget believe wh,1
yasser riyaz dxqpqsmiqu tztj afreenk sanjeevyadav dmb gujarat inhone,0
pallaviupad drkumarvishwas aapka hamare gorakhpur aagman par tahe dil se swagat h jokes part,1
dostifm humari tarif sa pakistan army ko dil wo jan,1
revanth anumula telanganadgp telanganacmo sir fight issue sir athadu vunte chaala,1
ranaayyub bhai kya rd grade ki uraat hai iske maa baap bhi isse pareshan honge khati india ka,0
shanxxvi yay,1
beyouchotu madarch bas kar ja apni gaan tudwane wale kaam mat kar ye tere comments ke ss jald hi tere baap k,0
siripayee beinsports mena cant even fucking,0
ankushmourya mm arain tarekfatah abe laude indian hu bsdke tere tarah ghatia,0
ye odisha hai odisha bjd agar yahan nahi jitega jitega kahan jay bjd modi ji aap pure desh k liye tsunami h,0
ashutosh b incindia sardesairajdeep nautanki chamche apne upar responsibility le kar kya deshwashuyon ko bew,1
shanaya raval tanusream aima dvn armaanmalik heaters ho heaters ki awkat raho jyada achha banne,0
love buy bhau vadapaav,1
mamataofficial didi joy shri ram sikho modi bhai er theke chowkidar chor hai bole bole ekta jotkate congres,0
kash vavijaan bulati hum kabhi na kabhi aapki nayi movie bharat dekhenge katrinakaif vavi ki liye film hit,1
dipikasi golgappa india love bey parwah prinka saini prasoondwivedii gulzaari tum ho ullu ye batane,0
ghatya randi khabees kaafir ki aulaad ooe randi kidhar ooe randi kidhar aane se pehle hi sar phaar dun ga main ale,0
kanhaiyakumar hosla tutna nhi chahiyeh bro yeh chunau h jang nhi ekbar nhi bar bar sahi lad te reho ek din jarur,1
addiktted bababanaras tum chu porkistani yahan se dur kyon nahi rehte jab baba fake hai jhooth bolta hai apna,0
smitaprakash meanwhile janta,1
rt thesamas standing ovation order sama master melody winner best engineered album vusinova,1
actormadhavan happy birthday maddy bhaiya aaj bhi rahna tere dil hmesa meri mobile storage rahti h hme,1
ye na smajhe nayi sarkar ki janta ne unhe bahut adhik seats k sath jitaya hai unhe ye dhyan rakhna hoga ki unh,1
hema quotes oh gandhi ki aulaad sun mullo ko yehi bhasha samajh aati hai ek gandhi ki galti se ye aaj h,0
sambaad ke name par fir bo hi bhasan hua kuch nahi naa kisi ne ye pucha ki ki haar ka jimmedar kon hai,1
rt gurdasmaan thank much jazzy tenu milke menu vi bahut khushi hundi hai rab hamesha chaddiyan kalan,1
entire tl blessed love hawas courtesy funnydrugs beyondabov thank guys please keep,1
tufailelif horror iss chutiye ko kounsa mental hospital mein daalu tu fail hogaya ree tere baap sahi raka,0
ptiofficial mophrd sayedzbukhari aonabbaspti gskhan official yeh hay sacha khan hamara pm jis nay ramazan e ea,1
delayedjab bangal aur north east ke gaaon mein jake dekh illegal muslim immigrants treating hindus bandar ke,0
oh allha last friday ramazan may accept fastand ibadat make us among wholl,1
